"","DivisionNm","CountNum","Surname","GivenNm","PartyAb","PartyNm","CalculationType","Votes"
"9211","Dunkley",2,"GENTLE","Yvonne Lorraine","RUA","Rise Up Australia Party","Preference Count",0
"9212","Dunkley",2,"GENTLE","Yvonne Lorraine","RUA","Rise Up Australia Party","Transfer Count",0
"9213","Dunkley",2,"GREEN","Emily Micheline","GVIC","The Australian Greens - Victoria","Preference Count",8257
"9214","Dunkley",2,"GREEN","Emily Micheline","GVIC","The Australian Greens - Victoria","Transfer Count",71
"9215","Dunkley",2,"JAMES","Christopher Ronald","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"9216","Dunkley",2,"JAMES","Christopher Ronald","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",-1572
"9217","Dunkley",2,"JEAN","Ronald Ernest","UAPP","United Australia Party","Preference Count",3123
"9218","Dunkley",2,"JEAN","Ronald Ernest","UAPP","United Australia Party","Transfer Count",489
"9219","Dunkley",2,"JOHNSTON","Elizabeth Mary","AJP","Animal Justice Party","Preference Count",3224
"9220","Dunkley",2,"JOHNSTON","Elizabeth Mary","AJP","Animal Justice Party","Transfer Count",166
"9221","Dunkley",2,"MURPHY","Peta Jan","ALP","Australian Labor Party (Victorian Branch)","Preference Count",37479
"9222","Dunkley",2,"MURPHY","Peta Jan","ALP","Australian Labor Party (Victorian Branch)","Transfer Count",105
"9223","Dunkley",2,"O'CONNELL","Lachlan Andrew","DHJP","Derryn Hinch's Justice Party","Preference Count",5415
"9224","Dunkley",2,"O'CONNELL","Lachlan Andrew","DHJP","Derryn Hinch's Justice Party","Transfer Count",254
"9225","Dunkley",3,"CREWTHER","Christopher John","LP","Liberal Party of Australia (Victorian Division)","Preference Count",40588
"9226","Dunkley",3,"CREWTHER","Christopher John","LP","Liberal Party of Australia (Victorian Division)","Transfer Count",1258
"9227","Dunkley",3,"GENTLE","Yvonne Lorraine","RUA","Rise Up Australia Party","Preference Count",0
"9228","Dunkley",3,"GENTLE","Yvonne Lorraine","RUA","Rise Up Australia Party","Transfer Count",0
"9229","Dunkley",3,"GREEN","Emily Micheline","GVIC","The Australian Greens - Victoria","Preference Count",8461
"9230","Dunkley",3,"GREEN","Emily Micheline","GVIC","The Australian Greens - Victoria","Transfer Count",204
"9231","Dunkley",3,"JAMES","Christopher Ronald","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"9232","Dunkley",3,"JAMES","Christopher Ronald","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"9233","Dunkley",3,"JEAN","Ronald Ernest","UAPP","United Australia Party","Preference Count",0
"9234","Dunkley",3,"JEAN","Ronald Ernest","UAPP","United Australia Party","Transfer Count",-3123
"9235","Dunkley",3,"JOHNSTON","Elizabeth Mary","AJP","Animal Justice Party","Preference Count",3696
"9236","Dunkley",3,"JOHNSTON","Elizabeth Mary","AJP","Animal Justice Party","Transfer Count",472
"9237","Dunkley",3,"MURPHY","Peta Jan","ALP","Australian Labor Party (Victorian Branch)","Preference Count",37884
"9238","Dunkley",3,"MURPHY","Peta Jan","ALP","Australian Labor Party (Victorian Branch)","Transfer Count",405
"9239","Dunkley",3,"O'CONNELL","Lachlan Andrew","DHJP","Derryn Hinch's Justice Party","Preference Count",6199
"9240","Dunkley",3,"O'CONNELL","Lachlan Andrew","DHJP","Derryn Hinch's Justice Party","Transfer Count",784
"9241","Dunkley",4,"CREWTHER","Christopher John","LP","Liberal Party of Australia (Victorian Division)","Preference Count",40971
"9242","Dunkley",4,"CREWTHER","Christopher John","LP","Liberal Party of Australia (Victorian Division)","Transfer Count",383
"9243","Dunkley",4,"GENTLE","Yvonne Lorraine","RUA","Rise Up Australia Party","Preference Count",0
"9244","Dunkley",4,"GENTLE","Yvonne Lorraine","RUA","Rise Up Australia Party","Transfer Count",0
"9245","Dunkley",4,"GREEN","Emily Micheline","GVIC","The Australian Greens - Victoria","Preference Count",9778
"9246","Dunkley",4,"GREEN","Emily Micheline","GVIC","The Australian Greens - Victoria","Transfer Count",1317
"9247","Dunkley",4,"JAMES","Christopher Ronald","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"9248","Dunkley",4,"JAMES","Christopher Ronald","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"9249","Dunkley",4,"JEAN","Ronald Ernest","UAPP","United Australia Party","Preference Count",0
"9250","Dunkley",4,"JEAN","Ronald Ernest","UAPP","United Australia Party","Transfer Count",0
"9251","Dunkley",4,"JOHNSTON","Elizabeth Mary","AJP","Animal Justice Party","Preference Count",0
"9252","Dunkley",4,"JOHNSTON","Elizabeth Mary","AJP","Animal Justice Party","Transfer Count",-3696
"9253","Dunkley",4,"MURPHY","Peta Jan","ALP","Australian Labor Party (Victorian Branch)","Preference Count",38549
"9254","Dunkley",4,"MURPHY","Peta Jan","ALP","Australian Labor Party (Victorian Branch)","Transfer Count",665
"9255","Dunkley",4,"O'CONNELL","Lachlan Andrew","DHJP","Derryn Hinch's Justice Party","Preference Count",7530
"9256","Dunkley",4,"O'CONNELL","Lachlan Andrew","DHJP","Derryn Hinch's Justice Party","Transfer Count",1331
"9257","Dunkley",5,"CREWTHER","Christopher John","LP","Liberal Party of Australia (Victorian Division)","Preference Count",43278
"9258","Dunkley",5,"CREWTHER","Christopher John","LP","Liberal Party of Australia (Victorian Division)","Transfer Count",2307
"9259","Dunkley",5,"GENTLE","Yvonne Lorraine","RUA","Rise Up Australia Party","Preference Count",0
"9260","Dunkley",5,"GENTLE","Yvonne Lorraine","RUA","Rise Up Australia Party","Transfer Count",0
"9261","Dunkley",5,"GREEN","Emily Micheline","GVIC","The Australian Greens - Victoria","Preference Count",11618
"9262","Dunkley",5,"GREEN","Emily Micheline","GVIC","The Australian Greens - Victoria","Transfer Count",1840
"9263","Dunkley",5,"JAMES","Christopher Ronald","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"9264","Dunkley",5,"JAMES","Christopher Ronald","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"9265","Dunkley",5,"JEAN","Ronald Ernest","UAPP","United Australia Party","Preference Count",0
"9266","Dunkley",5,"JEAN","Ronald Ernest","UAPP","United Australia Party","Transfer Count",0
"9267","Dunkley",5,"JOHNSTON","Elizabeth Mary","AJP","Animal Justice Party","Preference Count",0
"9268","Dunkley",5,"JOHNSTON","Elizabeth Mary","AJP","Animal Justice Party","Transfer Count",0
"9269","Dunkley",5,"MURPHY","Peta Jan","ALP","Australian Labor Party (Victorian Branch)","Preference Count",41932
"9270","Dunkley",5,"MURPHY","Peta Jan","ALP","Australian Labor Party (Victorian Branch)","Transfer Count",3383
"9271","Dunkley",5,"O'CONNELL","Lachlan Andrew","DHJP","Derryn Hinch's Justice Party","Preference Count",0
"9272","Dunkley",5,"O'CONNELL","Lachlan Andrew","DHJP","Derryn Hinch's Justice Party","Transfer Count",-7530
"9273","Dunkley",6,"CREWTHER","Christopher John","LP","Liberal Party of Australia (Victorian Division)","Preference Count",45762
"9274","Dunkley",6,"CREWTHER","Christopher John","LP","Liberal Party of Australia (Victorian Division)","Transfer Count",2484
"9275","Dunkley",6,"GENTLE","Yvonne Lorraine","RUA","Rise Up Australia Party","Preference Count",0
"9276","Dunkley",6,"GENTLE","Yvonne Lorraine","RUA","Rise Up Australia Party","Transfer Count",0
"9277","Dunkley",6,"GREEN","Emily Micheline","GVIC","The Australian Greens - Victoria","Preference Count",0
"9278","Dunkley",6,"GREEN","Emily Micheline","GVIC","The Australian Greens - Victoria","Transfer Count",-11618
"9279","Dunkley",6,"JAMES","Christopher Ronald","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Preference Count",0
"9280","Dunkley",6,"JAMES","Christopher Ronald","FACN","FRASER ANNING'S CONSERVATIVE NATIONAL PARTY","Transfer Count",0
"9281","Dunkley",6,"JEAN","Ronald Ernest","UAPP","United Australia Party","Preference Count",0
"9282","Dunkley",6,"JEAN","Ronald Ernest","UAPP","United Australia Party","Transfer Count",0
"9283","Dunkley",6,"JOHNSTON","Elizabeth Mary","AJP","Animal Justice Party","Preference Count",0
"9284","Dunkley",6,"JOHNSTON","Elizabeth Mary","AJP","Animal Justice Party","Transfer Count",0
"9285","Dunkley",6,"MURPHY","Peta Jan","ALP","Australian Labor Party (Victorian Branch)","Preference Count",51066
"9286","Dunkley",6,"MURPHY","Peta Jan","ALP","Australian Labor Party (Victorian Branch)","Transfer Count",9134
"9287","Dunkley",6,"O'CONNELL","Lachlan Andrew","DHJP","Derryn Hinch's Justice Party","Preference Count",0
"9288","Dunkley",6,"O'CONNELL","Lachlan Andrew","DHJP","Derryn Hinch's Justice Party","Transfer Count",0
"9289","Flinders",0,"BANKS","Julia Helen","IND","Independent","Preference Count",13367
"9290","Flinders",0,"BANKS","Julia Helen","IND","Independent","Transfer Count",0
"9291","Flinders",0,"BEVERIDGE","Susan Eleanore","IND","Independent","Preference Count",948
"9292","Flinders",0,"BEVERIDGE","Susan Eleanore","IND","Independent","Transfer Count",0
"9293","Flinders",0,"DREGER","Harald Edmund","IND","Independent","Preference Count",940
"9294","Flinders",0,"DREGER","Harald Edmund","IND","Independent","Transfer Count",0
"9295","Flinders",0,"HUNT","Gregory Andrew","LP","Liberal Party of Australia (Victorian Division)","Preference Count",45293
"9296","Flinders",0,"HUNT","Gregory Andrew","LP","Liberal Party of Australia (Victorian Division)","Transfer Count",0
"9297","Flinders",0,"LESSLIE","Nathan John","GVIC","The Australian Greens - Victoria","Preference Count",6599
"9298","Flinders",0,"LESSLIE","Nathan John","GVIC","The Australian Greens - Victoria","Transfer Count",0
"9299","Flinders",0,"McSHANE","Christine Ann","UAPP","United Australia Party","Preference Count",2447
"9300","Flinders",0,"McSHANE","Christine Ann","UAPP","United Australia Party","Transfer Count",0
"9301","Flinders",0,"PERSSON","James Edward","AJP","Animal Justice Party","Preference Count",2304
"9302","Flinders",0,"PERSSON","James Edward","AJP","Animal Justice Party","Transfer Count",0
"9303","Flinders",0,"SINCLAIR","Joshua","ALP","Australian Labor Party (Victorian Branch)","Preference Count",23982
"9304","Flinders",0,"SINCLAIR","Joshua","ALP","Australian Labor Party (Victorian Branch)","Transfer Count",0
"9305","Flinders",0,"SMITH","Reade Adam","SPP","#Sustainable Australia","Preference Count",1072
"9306","Flinders",0,"SMITH","Reade Adam","SPP","#Sustainable Australia","Transfer Count",0
"9307","Flinders",1,"BANKS","Julia Helen","IND","Independent","Preference Count",13519
"9308","Flinders",1,"BANKS","Julia Helen","IND","Independent","Transfer Count",152
"9309","Flinders",1,"BEVERIDGE","Susan Eleanore","IND","Independent","Preference Count",1054
"9310","Flinders",1,"BEVERIDGE","Susan Eleanore","IND","Independent","Transfer Count",106
"9311","Flinders",1,"DREGER","Harald Edmund","IND","Independent","Preference Count",0
"9312","Flinders",1,"DREGER","Harald Edmund","IND","Independent","Transfer Count",-940
"9313","Flinders",1,"HUNT","Gregory Andrew","LP","Liberal Party of Australia (Victorian Division)","Preference Count",45429
"9314","Flinders",1,"HUNT","Gregory Andrew","LP","Liberal Party of Australia (Victorian Division)","Transfer Count",136
"9315","Flinders",1,"LESSLIE","Nathan John","GVIC","The Australian Greens - Victoria","Preference Count",6628
"9316","Flinders",1,"LESSLIE","Nathan John","GVIC","The Australian Greens - Victoria","Transfer Count",29
"9317","Flinders",1,"McSHANE","Christine Ann","UAPP","United Australia Party","Preference Count",2484
"9318","Flinders",1,"McSHANE","Christine Ann","UAPP","United Australia Party","Transfer Count",37
"9319","Flinders",1,"PERSSON","James Edward","AJP","Animal Justice Party","Preference Count",2675
"9320","Flinders",1,"PERSSON","James Edward","AJP","Animal Justice Party","Transfer Count",371
"9321","Flinders",1,"SINCLAIR","Joshua","ALP","Australian Labor Party (Victorian Branch)","Preference Count",24036
"9322","Flinders",1,"SINCLAIR","Joshua","ALP","Australian Labor Party (Victorian Branch)","Transfer Count",54
"9323","Flinders",1,"SMITH","Reade Adam","SPP","#Sustainable Australia","Preference Count",1127
"9324","Flinders",1,"SMITH","Reade Adam","SPP","#Sustainable Australia","Transfer Count",55
"9325","Flinders",2,"BANKS","Julia Helen","IND","Independent","Preference Count",14068
"9326","Flinders",2,"BANKS","Julia Helen","IND","Independent","Transfer Count",549
"9327","Flinders",2,"BEVERIDGE","Susan Eleanore","IND","Independent","Preference Count",0
"9328","Flinders",2,"BEVERIDGE","Susan Eleanore","IND","Independent","Transfer Count",-1054
"9329","Flinders",2,"DREGER","Harald Edmund","IND","Independent","Preference Count",0
"9330","Flinders",2,"DREGER","Harald Edmund","IND","Independent","Transfer Count",0
"9331","Flinders",2,"HUNT","Gregory Andrew","LP","Liberal Party of Australia (Victorian Division)","Preference Count",45537
"9332","Flinders",2,"HUNT","Gregory Andrew","LP","Liberal Party of Australia (Victorian Division)","Transfer Count",108
"9333","Flinders",2,"LESSLIE","Nathan John","GVIC","The Australian Greens - Victoria","Preference Count",6705
"9334","Flinders",2,"LESSLIE","Nathan John","GVIC","The Australian Greens - Victoria","Transfer Count",77
"9335","Flinders",2,"McSHANE","Christine Ann","UAPP","United Australia Party","Preference Count",2562
"9336","Flinders",2,"McSHANE","Christine Ann","UAPP","United Australia Party","Transfer Count",78
"9337","Flinders",2,"PERSSON","James Edward","AJP","Animal Justice Party","Preference Count",2748
"9338","Flinders",2,"PERSSON","James Edward","AJP","Animal Justice Party","Transfer Count",73
"9339","Flinders",2,"SINCLAIR","Joshua","ALP","Australian Labor Party (Victorian Branch)","Preference Count",24125
"9340","Flinders",2,"SINCLAIR","Joshua","ALP","Australian Labor Party (Victorian Branch)","Transfer Count",89
"9341","Flinders",2,"SMITH","Reade Adam","SPP","#Sustainable Australia","Preference Count",1207
"9342","Flinders",2,"SMITH","Reade Adam","SPP","#Sustainable Australia","Transfer Count",80
"9343","Flinders",3,"BANKS","Julia Helen","IND","Independent","Preference Count",14276
"9344","Flinders",3,"BANKS","Julia Helen","IND","Independent","Transfer Count",208
"9345","Flinders",3,"BEVERIDGE","Susan Eleanore","IND","Independent","Preference Count",0
"9346","Flinders",3,"BEVERIDGE","Susan Eleanore","IND","Independent","Transfer Count",0
"9347","Flinders",3,"DREGER","Harald Edmund","IND","Independent","Preference Count",0
"9348","Flinders",3,"DREGER","Harald Edmund","IND","Independent","Transfer Count",0
"9349","Flinders",3,"HUNT","Gregory Andrew","LP","Liberal Party of Australia (Victorian Division)","Preference Count",45727
"9350","Flinders",3,"HUNT","Gregory Andrew","LP","Liberal Party of Australia (Victorian Division)","Transfer Count",190
"9351","Flinders",3,"LESSLIE","Nathan John","GVIC","The Australian Greens - Victoria","Preference Count",6972
"9352","Flinders",3,"LESSLIE","Nathan John","GVIC","The Australian Greens - Victoria","Transfer Count",267
"9353","Flinders",3,"McSHANE","Christine Ann","UAPP","United Australia Party","Preference Count",2681
"9354","Flinders",3,"McSHANE","Christine Ann","UAPP","United Australia Party","Transfer Count",119
"9355","Flinders",3,"PERSSON","James Edward","AJP","Animal Justice Party","Preference Count",2991
"9356","Flinders",3,"PERSSON","James Edward","AJP","Animal Justice Party","Transfer Count",243
"9357","Flinders",3,"SINCLAIR","Joshua","ALP","Australian Labor Party (Victorian Branch)","Preference Count",24305
"9358","Flinders",3,"SINCLAIR","Joshua","ALP","Australian Labor Party (Victorian Branch)","Transfer Count",180
"9359","Flinders",3,"SMITH","Reade Adam","SPP","#Sustainable Australia","Preference Count",0
"9360","Flinders",3,"SMITH","Reade Adam","SPP","#Sustainable Australia","Transfer Count",-1207
"9361","Flinders",4,"BANKS","Julia Helen","IND","Independent","Preference Count",15059
"9362","Flinders",4,"BANKS","Julia Helen","IND","Independent","Transfer Count",783
"9363","Flinders",4,"BEVERIDGE","Susan Eleanore","IND","Independent","Preference Count",0
"9364","Flinders",4,"BEVERIDGE","Susan Eleanore","IND","Independent","Transfer Count",0
"9365","Flinders",4,"DREGER","Harald Edmund","IND","Independent","Preference Count",0
"9366","Flinders",4,"DREGER","Harald Edmund","IND","Independent","Transfer Count",0
"9367","Flinders",4,"HUNT","Gregory Andrew","LP","Liberal Party of Australia (Victorian Division)","Preference Count",46742
"9368","Flinders",4,"HUNT","Gregory Andrew","LP","Liberal Party of Australia (Victorian Division)","Transfer Count",1015
"9369","Flinders",4,"LESSLIE","Nathan John","GVIC","The Australian Greens - Victoria","Preference Count",7157
"9370","Flinders",4,"LESSLIE","Nathan John","GVIC","The Australian Greens - Victoria","Transfer Count",185
"9371","Flinders",4,"McSHANE","Christine Ann","UAPP","United Australia Party","Preference Count",0
"9372","Flinders",4,"McSHANE","Christine Ann","UAPP","United Australia Party","Transfer Count",-2681
"9373","Flinders",4,"PERSSON","James Edward","AJP","Animal Justice Party","Preference Count",3382
"9374","Flinders",4,"PERSSON","James Edward","AJP","Animal Justice Party","Transfer Count",391
"9375","Flinders",4,"SINCLAIR","Joshua","ALP","Australian Labor Party (Victorian Branch)","Preference Count",24612
"9376","Flinders",4,"SINCLAIR","Joshua","ALP","Australian Labor Party (Victorian Branch)","Transfer Count",307
"9377","Flinders",4,"SMITH","Reade Adam","SPP","#Sustainable Australia","Preference Count",0
"9378","Flinders",4,"SMITH","Reade Adam","SPP","#Sustainable Australia","Transfer Count",0
"9379","Flinders",5,"BANKS","Julia Helen","IND","Independent","Preference Count",15944
"9380","Flinders",5,"BANKS","Julia Helen","IND","Independent","Transfer Count",885
"9381","Flinders",5,"BEVERIDGE","Susan Eleanore","IND","Independent","Preference Count",0
"9382","Flinders",5,"BEVERIDGE","Susan Eleanore","IND","Independent","Transfer Count",0
"9383","Flinders",5,"DREGER","Harald Edmund","IND","Independent","Preference Count",0
"9384","Flinders",5,"DREGER","Harald Edmund","IND","Independent","Transfer Count",0
"9385","Flinders",5,"HUNT","Gregory Andrew","LP","Liberal Party of Australia (Victorian Division)","Preference Count",47603
"9386","Flinders",5,"HUNT","Gregory Andrew","LP","Liberal Party of Australia (Victorian Division)","Transfer Count",861
"9387","Flinders",5,"LESSLIE","Nathan John","GVIC","The Australian Greens - Victoria","Preference Count",8300
"9388","Flinders",5,"LESSLIE","Nathan John","GVIC","The Australian Greens - Victoria","Transfer Count",1143
"9389","Flinders",5,"McSHANE","Christine Ann","UAPP","United Australia Party","Preference Count",0
"9390","Flinders",5,"McSHANE","Christine Ann","UAPP","United Australia Party","Transfer Count",0
"9391","Flinders",5,"PERSSON","James Edward","AJP","Animal Justice Party","Preference Count",0
"9392","Flinders",5,"PERSSON","James Edward","AJP","Animal Justice Party","Transfer Count",-3382
"9393","Flinders",5,"SINCLAIR","Joshua","ALP","Australian Labor Party (Victorian Branch)","Preference Count",25105
"9394","Flinders",5,"SINCLAIR","Joshua","ALP","Australian Labor Party (Victorian Branch)","Transfer Count",493
"9395","Flinders",5,"SMITH","Reade Adam","SPP","#Sustainable Australia","Preference Count",0
"9396","Flinders",5,"SMITH","Reade Adam","SPP","#Sustainable Australia","Transfer Count",0
"9397","Flinders",6,"BANKS","Julia Helen","IND","Independent","Preference Count",19817
"9398","Flinders",6,"BANKS","Julia Helen","IND","Independent","Transfer Count",3873
"9399","Flinders",6,"BEVERIDGE","Susan Eleanore","IND","Independent","Preference Count",0
"9400","Flinders",6,"BEVERIDGE","Susan Eleanore","IND","Independent","Transfer Count",0
"9401","Flinders",6,"DREGER","Harald Edmund","IND","Independent","Preference Count",0
"9402","Flinders",6,"DREGER","Harald Edmund","IND","Independent","Transfer Count",0
"9403","Flinders",6,"HUNT","Gregory Andrew","LP","Liberal Party of Australia (Victorian Division)","Preference Count",48504
"9404","Flinders",6,"HUNT","Gregory Andrew","LP","Liberal Party of Australia (Victorian Division)","Transfer Count",901
"9405","Flinders",6,"LESSLIE","Nathan John","GVIC","The Australian Greens - Victoria","Preference Count",0
"9406","Flinders",6,"LESSLIE","Nathan John","GVIC","The Australian Greens - Victoria","Transfer Count",-8300
"9407","Flinders",6,"McSHANE","Christine Ann","UAPP","United Australia Party","Preference Count",0
"9408","Flinders",6,"McSHANE","Christine Ann","UAPP","United Australia Party","Transfer Count",0
"9409","Flinders",6,"PERSSON","James Edward","AJP","Animal Justice Party","Preference Count",0
"9410","Flinders",6,"PERSSON","James Edward","AJP","Animal Justice Party","Transfer Count",0
"9411","Flinders",6,"SINCLAIR","Joshua","ALP","Australian Labor Party (Victorian Branch)","Preference Count",28631
"9412","Flinders",6,"SINCLAIR","Joshua","ALP","Australian Labor Party (Victorian Branch)","Transfer Count",3526
"9413","Flinders",6,"SMITH","Reade Adam","SPP","#Sustainable Australia","Preference Count",0
"9414","Flinders",6,"SMITH","Reade Adam","SPP","#Sustainable Australia","Transfer Count",0
"9415","Flinders",7,"BANKS","Julia Helen","IND","Independent","Preference Count",0
"9416","Flinders",7,"BANKS","Julia Helen","IND","Independent","Transfer Count",-19817
"9417","Flinders",7,"BEVERIDGE","Susan Eleanore","IND","Independent","Preference Count",0
"9418","Flinders",7,"BEVERIDGE","Susan Eleanore","IND","Independent","Transfer Count",0
"9419","Flinders",7,"DREGER","Harald Edmund","IND","Independent","Preference Count",0
"9420","Flinders",7,"DREGER","Harald Edmund","IND","Independent","Transfer Count",0
"9421","Flinders",7,"HUNT","Gregory Andrew","LP","Liberal Party of Australia (Victorian Division)","Preference Count",53943
"9422","Flinders",7,"HUNT","Gregory Andrew","LP","Liberal Party of Australia (Victorian Division)","Transfer Count",5439
"9423","Flinders",7,"LESSLIE","Nathan John","GVIC","The Australian Greens - Victoria","Preference Count",0
"9424","Flinders",7,"LESSLIE","Nathan John","GVIC","The Australian Greens - Victoria","Transfer Count",0
"9425","Flinders",7,"McSHANE","Christine Ann","UAPP","United Australia Party","Preference Count",0
"9426","Flinders",7,"McSHANE","Christine Ann","UAPP","United Australia Party","Transfer Count",0
"9427","Flinders",7,"PERSSON","James Edward","AJP","Animal Justice Party","Preference Count",0
"9428","Flinders",7,"PERSSON","James Edward","AJP","Animal Justice Party","Transfer Count",0
"9429","Flinders",7,"SINCLAIR","Joshua","ALP","Australian Labor Party (Victorian Branch)","Preference Count",43009
"9430","Flinders",7,"SINCLAIR","Joshua","ALP","Australian Labor Party (Victorian Branch)","Transfer Count",14378
"9431","Flinders",7,"SMITH","Reade Adam","SPP","#Sustainable Australia","Preference Count",0
"9432","Flinders",7,"SMITH","Reade Adam","SPP","#Sustainable Australia","Transfer Count",0
"9433","Fraser",0,"BAIN","Peter Timothy","LP","Liberal Party of Australia (Victorian Division)","Preference Count",23929
"9434","Fraser",0,"BAIN","Peter Timothy","LP","Liberal Party of Australia (Victorian Division)","Transfer Count",0
"9435","Fraser",0,"CHAU","Vinh Van","UAPP","United Australia Party","Preference Count",7314
"9436","Fraser",0,"CHAU","Vinh Van","UAPP","United Australia Party","Transfer Count",0
"9437","Fraser",0,"DOBRAN","Anthony","GAP","The Great Australian Party","Preference Count",1656
"9438","Fraser",0,"DOBRAN","Anthony","GAP","The Great Australian Party","Transfer Count",0
"9439","Fraser",0,"MULINO","Daniel","ALP","Australian Labor Party (Victorian Branch)","Preference Count",46709
"9440","Fraser",0,"MULINO","Daniel","ALP","Australian Labor Party (Victorian Branch)","Transfer Count",0
"9441","Fraser",0,"SCORGIE","Rebecca","GVIC","The Australian Greens - Victoria","Preference Count",7645
"9442","Fraser",0,"SCORGIE","Rebecca","GVIC","The Australian Greens - Victoria","Transfer Count",0
"9443","Fraser",0,"TRAN","Van Thanh","IND","Independent","Preference Count",5306
"9444","Fraser",0,"TRAN","Van Thanh","IND","Independent","Transfer Count",0
"9445","Fraser",1,"BAIN","Peter Timothy","LP","Liberal Party of Australia (Victorian Division)","Preference Count",24194
"9446","Fraser",1,"BAIN","Peter Timothy","LP","Liberal Party of Australia (Victorian Division)","Transfer Count",265
"9447","Fraser",1,"CHAU","Vinh Van","UAPP","United Australia Party","Preference Count",7727
"9448","Fraser",1,"CHAU","Vinh Van","UAPP","United Australia Party","Transfer Count",413
"9449","Fraser",1,"DOBRAN","Anthony","GAP","The Great Australian Party","Preference Count",0
"9450","Fraser",1,"DOBRAN","Anthony","GAP","The Great Australian Party","Transfer Count",-1656
"9451","Fraser",1,"MULINO","Daniel","ALP","Australian Labor Party (Victorian Branch)","Preference Count",47146
"9452","Fraser",1,"MULINO","Daniel","ALP","Australian Labor Party (Victorian Branch)","Transfer Count",437
"9453","Fraser",1,"SCORGIE","Rebecca","GVIC","The Australian Greens - Victoria","Preference Count",7928
"9454","Fraser",1,"SCORGIE","Rebecca","GVIC","The Australian Greens - Victoria","Transfer Count",283
"9455","Fraser",1,"TRAN","Van Thanh","IND","Independent","Preference Count",5564
"9456","Fraser",1,"TRAN","Van Thanh","IND","Independent","Transfer Count",258
"9457","Fraser",2,"BAIN","Peter Timothy","LP","Liberal Party of Australia (Victorian Division)","Preference Count",24926
"9458","Fraser",2,"BAIN","Peter Timothy","LP","Liberal Party of Australia (Victorian Division)","Transfer Count",732
"9459","Fraser",2,"CHAU","Vinh Van","UAPP","United Australia Party","Preference Count",9744
"9460","Fraser",2,"CHAU","Vinh Van","UAPP","United Australia Party","Transfer Count",2017
"9461","Fraser",2,"DOBRAN","Anthony","GAP","The Great Australian Party","Preference Count",0
"9462","Fraser",2,"DOBRAN","Anthony","GAP","The Great Australian Party","Transfer Count",0
"9463","Fraser",2,"MULINO","Daniel","ALP","Australian Labor Party (Victorian Branch)","Preference Count",48188
"9464","Fraser",2,"MULINO","Daniel","ALP","Australian Labor Party (Victorian Branch)","Transfer Count",1042
"9465","Fraser",2,"SCORGIE","Rebecca","GVIC","The Australian Greens - Victoria","Preference Count",9701
"9466","Fraser",2,"SCORGIE","Rebecca","GVIC","The Australian Greens - Victoria","Transfer Count",1773
"9467","Fraser",2,"TRAN","Van Thanh","IND","Independent","Preference Count",0
"9468","Fraser",2,"TRAN","Van Thanh","IND","Independent","Transfer Count",-5564
"9469","Fraser",3,"BAIN","Peter Timothy","LP","Liberal Party of Australia (Victorian Division)","Preference Count",26153
"9470","Fraser",3,"BAIN","Peter Timothy","LP","Liberal Party of Australia (Victorian Division)","Transfer Count",1227
"9471","Fraser",3,"CHAU","Vinh Van","UAPP","United Australia Party","Preference Count",11058
"9472","Fraser",3,"CHAU","Vinh Van","UAPP","United Australia Party","Transfer Count",1314
"9473","Fraser",3,"DOBRAN","Anthony","GAP","The Great Australian Party","Preference Count",0
"9474","Fraser",3,"DOBRAN","Anthony","GAP","The Great Australian Party","Transfer Count",0
"9475","Fraser",3,"MULINO","Daniel","ALP","Australian Labor Party (Victorian Branch)","Preference Count",55348
"9476","Fraser",3,"MULINO","Daniel","ALP","Australian Labor Party (Victorian Branch)","Transfer Count",7160
"9477","Fraser",3,"SCORGIE","Rebecca","GVIC","The Australian Greens - Victoria","Preference Count",0
"9478","Fraser",3,"SCORGIE","Rebecca","GVIC","The Australian Greens - Victoria","Transfer Count",-9701
"9479","Fraser",3,"TRAN","Van Thanh","IND","Independent","Preference Count",0
"9480","Fraser",3,"TRAN","Van Thanh","IND","Independent","Transfer Count",0
"9481","Fraser",4,"BAIN","Peter Timothy","LP","Liberal Party of Australia (Victorian Division)","Preference Count",33156
"9482","Fraser",4,"BAIN","Peter Timothy","LP","Liberal Party of Australia (Victorian Division)","Transfer Count",7003
"9483","Fraser",4,"CHAU","Vinh Van","UAPP","United Australia Party","Preference Count",0
"9484","Fraser",4,"CHAU","Vinh Van","UAPP","United Australia Party","Transfer Count",-11058
"9485","Fraser",4,"DOBRAN","Anthony","GAP","The Great Australian Party","Preference Count",0
"9486","Fraser",4,"DOBRAN","Anthony","GAP","The Great Australian Party","Transfer Count",0
